technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
T1559,False,Inter-Process Communication,['execution'],['Windows'],script,script execution
T1558.002,True,Silver Ticket,['credential-access'],['Windows'],logon session,logon session metadata
T1558.001,True,Golden Ticket,['credential-access'],['Windows'],active directory,active directory credential request
T1558.001,True,Golden Ticket,['credential-access'],['Windows'],logon session,logon session metadata
T1558,False,Steal or Forge Kerberos Tickets,['credential-access'],['Windows'],active directory,active directory credential request
T1558,False,Steal or Forge Kerberos Tickets,['credential-access'],['Windows'],logon session,logon session metadata
T1557.001,True,LLMNR/NBT-NS Poisoning and SMB Relay,"['credential-access', 'collection']",['Windows'],network traffic,network traffic flow
T1557.001,True,LLMNR/NBT-NS Poisoning and SMB Relay,"['credential-access', 'collection']",['Windows'],network traffic,network traffic flow
T1557.001,True,LLMNR/NBT-NS Poisoning and SMB Relay,"['credential-access', 'collection']",['Windows'],service,service creation
T1557.001,True,LLMNR/NBT-NS Poisoning and SMB Relay,"['credential-access', 'collection']",['Windows'],windows registry,windows registry key modification
T1557,False,Man-in-the-Middle,"['credential-access', 'collection']","['Windows', 'macOS', 'Linux']",network traffic,network traffic flow
T1557,False,Man-in-the-Middle,"['credential-access', 'collection']","['Windows', 'macOS', 'Linux']",network traffic,network traffic flow
T1557,False,Man-in-the-Middle,"['credential-access', 'collection']","['Windows', 'macOS', 'Linux']",service,service creation
T1557,False,Man-in-the-Middle,"['credential-access', 'collection']","['Windows', 'macOS', 'Linux']",windows registry,windows registry key modification
T1556.002,True,Password Filter DLL,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],file,file creation
T1556.002,True,Password Filter DLL,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],module,module load
T1556.002,True,Password Filter DLL,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],windows registry,windows registry key modification
T1556.001,True,Domain Controller Authentication,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],logon session,logon session creation
T1556.001,True,Domain Controller Authentication,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],process,os api execution
T1556.001,True,Domain Controller Authentication,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],process,process access
T1556.001,True,Domain Controller Authentication,"['credential-access', 'defense-evasion', 'persistence']",['Windows'],file,file modification
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",logon session,logon session creation
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",process,os api execution
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",process,process access
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",file,file modification
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",file,file creation
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",module,module load
T1556,False,Modify Authentication Process,"['credential-access', 'defense-evasion', 'persistence']","['Windows', 'Linux', 'macOS', 'Network']",windows registry,windows registry key modification
T1056.004,True,Credential API Hooking,"['collection', 'credential-access']",['Windows'],process,os api execution
T1056.004,True,Credential API Hooking,"['collection', 'credential-access']",['Windows'],process,process metadata
T1056.003,True,Web Portal Capture,"['collection', 'credential-access']","['Linux', 'macOS', 'Windows']",file,file modification
T1056.002,True,GUI Input Capture,"['collection', 'credential-access']","['macOS', 'Windows']",process,process creation
T1056.001,True,Keylogging,"['collection', 'credential-access']","['Windows', 'macOS', 'Linux', 'Network']",windows registry,windows registry key modification
T1056.001,True,Keylogging,"['collection', 'credential-access']","['Windows', 'macOS', 'Linux', 'Network']",driver,driver load
T1056.001,True,Keylogging,"['collection', 'credential-access']","['Windows', 'macOS', 'Linux', 'Network']",process,os api execution
T1555,False,Credentials from Password Stores,['credential-access'],"['Linux', 'macOS', 'Windows']",process,process creation
T1555,False,Credentials from Password Stores,['credential-access'],"['Linux', 'macOS', 'Windows']",file,file access
T1555,False,Credentials from Password Stores,['credential-access'],"['Linux', 'macOS', 'Windows']",command,command execution
T1555,False,Credentials from Password Stores,['credential-access'],"['Linux', 'macOS', 'Windows']",process,os api execution
T1555,False,Credentials from Password Stores,['credential-access'],"['Linux', 'macOS', 'Windows']",process,process access
T1552.005,True,Cloud Instance Metadata API,['credential-access'],['IaaS'],user account,user account authentication
T1003.008,True,/etc/passwd and /etc/shadow,['credential-access'],['Linux'],command,command execution
T1003.008,True,/etc/passwd and /etc/shadow,['credential-access'],['Linux'],file,file access
T1003.007,True,Proc Filesystem,['credential-access'],['Linux'],command,command execution
T1003.007,True,Proc Filesystem,['credential-access'],['Linux'],file,file access
T1003.006,True,DCSync,['credential-access'],['Windows'],active directory,active directory object access
T1003.006,True,DCSync,['credential-access'],['Windows'],network traffic,network traffic flow
T1003.006,True,DCSync,['credential-access'],['Windows'],network traffic,network traffic content
T1558.003,True,Kerberoasting,['credential-access'],['Windows'],active directory,active directory credential request
T1552.006,True,Group Policy Preferences,['credential-access'],['Windows'],file,file access
T1552.006,True,Group Policy Preferences,['credential-access'],['Windows'],command,command execution
T1003.003,True,NTDS,['credential-access'],['Windows'],file,file access
T1003.003,True,NTDS,['credential-access'],['Windows'],command,command execution
T1003.002,True,Security Account Manager,['credential-access'],['Windows'],command,command execution
T1003.002,True,Security Account Manager,['credential-access'],['Windows'],windows registry,windows registry key access
T1003.002,True,Security Account Manager,['credential-access'],['Windows'],file,file access
T1003.001,True,LSASS Memory,['credential-access'],['Windows'],process,process creation
T1003.001,True,LSASS Memory,['credential-access'],['Windows'],process,process access
T1003.001,True,LSASS Memory,['credential-access'],['Windows'],command,command execution
T1003.001,True,LSASS Memory,['credential-access'],['Windows'],process,os api execution
T1110.004,True,Credential Stuffing,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",user account,user account authentication
T1110.004,True,Credential Stuffing,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",application log,application log content
T1110.003,True,Password Spraying,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",user account,user account authentication
T1110.003,True,Password Spraying,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",application log,application log content
T1110.002,True,Password Cracking,['credential-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'Azure AD']",user account,user account authentication
T1110.002,True,Password Cracking,['credential-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'Azure AD']",application log,application log content
T1110.001,True,Password Guessing,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",user account,user account authentication
T1110.001,True,Password Guessing,['credential-access'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers']",application log,application log content
T1021.006,True,Windows Remote Management,['lateral-movement'],['Windows'],process,process creation
T1021.006,True,Windows Remote Management,['lateral-movement'],['Windows'],network traffic,network connection creation
T1021.006,True,Windows Remote Management,['lateral-movement'],['Windows'],logon session,logon session creation
T1021.006,True,Windows Remote Management,['lateral-movement'],['Windows'],command,command execution
T1021.005,True,VNC,['lateral-movement'],"['Linux', 'macOS', 'Windows']",process,process creation
T1021.005,True,VNC,['lateral-movement'],"['Linux', 'macOS', 'Windows']",network traffic,network connection creation
T1021.005,True,VNC,['lateral-movement'],"['Linux', 'macOS', 'Windows']",logon session,logon session creation
T1021.004,True,SSH,['lateral-movement'],"['Linux', 'macOS']",process,process creation
T1021.004,True,SSH,['lateral-movement'],"['Linux', 'macOS']",network traffic,network connection creation
T1021.004,True,SSH,['lateral-movement'],"['Linux', 'macOS']",logon session,logon session creation
T1021.003,True,Distributed Component Object Model,['lateral-movement'],['Windows'],module,module load
T1021.003,True,Distributed Component Object Model,['lateral-movement'],['Windows'],process,process creation
T1021.003,True,Distributed Component Object Model,['lateral-movement'],['Windows'],network traffic,network connection creation
T1021.002,True,SMB/Windows Admin Shares,['lateral-movement'],['Windows'],command,command execution
T1021.002,True,SMB/Windows Admin Shares,['lateral-movement'],['Windows'],network traffic,network connection creation
T1021.002,True,SMB/Windows Admin Shares,['lateral-movement'],['Windows'],network traffic,network traffic flow
T1021.002,True,SMB/Windows Admin Shares,['lateral-movement'],['Windows'],logon session,logon session creation
T1021.002,True,SMB/Windows Admin Shares,['lateral-movement'],['Windows'],network share,network share access
T1021.001,True,Remote Desktop Protocol,['lateral-movement'],['Windows'],process,process creation
T1021.001,True,Remote Desktop Protocol,['lateral-movement'],['Windows'],network traffic,network connection creation
T1021.001,True,Remote Desktop Protocol,['lateral-movement'],['Windows'],network traffic,network traffic flow
T1021.001,True,Remote Desktop Protocol,['lateral-movement'],['Windows'],logon session,logon session creation
T1554,False,Compromise Client Software Binary,['persistence'],"['Linux', 'macOS', 'Windows']",file,file modification
T1554,False,Compromise Client Software Binary,['persistence'],"['Linux', 'macOS', 'Windows']",file,file creation
T1554,False,Compromise Client Software Binary,['persistence'],"['Linux', 'macOS', 'Windows']",file,file deletion
T1554,False,Compromise Client Software Binary,['persistence'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1036.006,True,Space after Filename,['defense-evasion'],"['Linux', 'macOS']",file,file metadata
T1036.005,True,Match Legitimate Name or Location,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",image,image metadata
T1036.005,True,Match Legitimate Name or Location,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",file,file metadata
T1036.005,True,Match Legitimate Name or Location,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Containers']",process,process metadata
T1036.004,True,Masquerade Task or Service,['defense-evasion'],"['Windows', 'Linux']",command,command execution
T1036.004,True,Masquerade Task or Service,['defense-evasion'],"['Windows', 'Linux']",service,service metadata
T1036.004,True,Masquerade Task or Service,['defense-evasion'],"['Windows', 'Linux']",service,service creation
T1036.004,True,Masquerade Task or Service,['defense-evasion'],"['Windows', 'Linux']",scheduled job,scheduled job metadata
T1036.004,True,Masquerade Task or Service,['defense-evasion'],"['Windows', 'Linux']",scheduled job,scheduled job modification
T1036.003,True,Rename System Utilities,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file modification
T1036.003,True,Rename System Utilities,['defense-evasion'],"['Linux', 'macOS', 'Windows']",process,process metadata
T1036.003,True,Rename System Utilities,['defense-evasion'],"['Linux', 'macOS', 'Windows']",command,command execution
T1036.003,True,Rename System Utilities,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1036.002,True,Right-to-Left Override,['defense-evasion'],"['Linux', 'macOS', 'Windows']",file,file metadata
T1036.001,True,Invalid Code Signature,['defense-evasion'],"['macOS', 'Windows']",file,file metadata
T1553.003,True,SIP and Trust Provider Hijacking,['defense-evasion'],['Windows'],module,module load
T1553.003,True,SIP and Trust Provider Hijacking,['defense-evasion'],['Windows'],windows registry,windows registry key modification
T1553.003,True,SIP and Trust Provider Hijacking,['defense-evasion'],['Windows'],file,file modification
T1553.002,True,Code Signing,['defense-evasion'],"['macOS', 'Windows']",file,file metadata
T1553.001,True,Gatekeeper Bypass,['defense-evasion'],['macOS'],file,file metadata
T1553.001,True,Gatekeeper Bypass,['defense-evasion'],['macOS'],file,file modification
T1553.001,True,Gatekeeper Bypass,['defense-evasion'],['macOS'],process,process creation
T1553.001,True,Gatekeeper Bypass,['defense-evasion'],['macOS'],command,command execution
